"EAST","NORTH","ELEV","AREA","CU","ZN","MO","FE"
3299.11,4935.35,4020.5,382,1.08,0.05,0.006,12
3302.65,4931.81,4020.5,382,1.06,0.04,0.006,11.78
3306.18,4928.28,4020.5,382,0.97,0.04,0.007,10.68
3309.72,4924.74,4020.5,382,0.4,0.03,0.006,8.66
3313.25,4921.21,4020.5,382,0.36,0.04,0.007,6.34
3316.79,4917.67,4020.5,382,0.31,0.04,0.007,6.95
3320.32,4914.14,4020.5,382,0.31,0.04,0.007,6.26
3253.15,4988.38,4020.5,373,1.2,2.33,0.004,10.77
3256.69,4984.85,4020.5,373,1.15,0.13,0.005,13.84
3260.22,4981.31,4020.5,373,0.53,0.07,0.006,6.79
3263.76,4977.78,4020.5,373,0.58,0.05,0.005,8.01
3267.29,4974.24,4020.5,373,0.55,0.06,0.005,9.45
3270.83,4970.7,4020.5,88,0.9,0.79,0.003,10.61
3274.36,4967.17,4020.5,88,0.83,0.81,0.004,10.85
3277.9,4963.63,4020.5,88,0.66,0.07,0.004,10.76
3281.43,4960.1,4020.5,382,0.62,0.06,0.006,10.91
3284.97,4956.56,4020.5,382,0.47,0.05,0.008,10.84
3288.5,4953.03,4020.5,382,0.46,0.03,0.007,8.12
3292.04,4949.49,4020.5,382,0.48,0.03,0.005,9.11
3295.58,4945.96,4020.5,382,0.49,0.12,0.004,9.64
3299.11,4942.42,4020.5,382,0.51,0.16,0.004,11.99
3302.65,4938.88,4020.5,227,1.49,0.09,0.005,13.48
3306.18,4935.35,4020.5,227,1.47,0.07,0.006,12.8
3309.72,4931.81,4020.5,382,1.48,0.05,0.007,11.01
3313.25,4928.28,4020.5,382,0.44,0.03,0.006,9.9
3316.79,4924.74,4020.5,382,0.43,0.03,0.006,9.48
3320.32,4921.21,4020.5,382,0.37,0.03,0.005,8.54
3256.69,4991.92,4020.5,386,0.13,0.23,0.002,4.49
3260.22,4988.38,4020.5,373,1.26,1.61,0.002,11.76
3263.76,4984.85,4020.5,373,0.66,0.31,0.005,9.51
3267.29,4981.31,4020.5,373,0.61,0.54,0.005,7.23
3270.83,4977.78,4020.5,373,0.75,0.07,0.005,5.78
3274.36,4974.24,4020.5,88,0.83,1.11,0.006,10.37
3277.9,4970.7,4020.5,88,0.9,1.04,0.005,11.07
3281.43,4967.17,4020.5,88,0.8,0.17,0.003,11.35
3284.97,4963.63,4020.5,382,0.64,0.15,0.005,10.87
3288.5,4960.1,4020.5,382,0.49,0.06,0.008,10.66
3292.04,4956.56,4020.5,382,0.48,0.04,0.005,9.7
3295.58,4953.03,4020.5,382,0.47,0.07,0.003,10.18
3299.11,4949.49,4020.5,382,0.51,0.13,0.003,11.41
3302.65,4945.96,4020.5,227,1.69,0.25,0.004,13.9
3306.18,4942.42,4020.5,227,1.77,0.22,0.004,13.82
3309.72,4938.88,4020.5,227,1.87,0.17,0.006,13.75
3313.25,4935.35,4020.5,227,1.94,0.1,0.007,13
3316.79,4931.81,4020.5,382,0.39,0.05,0.007,10.05
3320.32,4928.28,4020.5,382,0.39,0.03,0.007,8.18
3323.86,4924.74,4020.5,382,0.29,0.03,0.007,8.16
3260.22,4995.45,4020.5,386,0.11,0.19,0.001,1.35
3263.76,4991.92,4020.5,373,0.57,1.39,0.002,5.91
3267.29,4988.38,4020.5,373,0.76,0.44,0.004,9.44
3270.83,4984.85,4020.5,373,0.55,0.06,0.006,7.25
3274.36,4981.31,4020.5,373,0.72,0.07,0.007,6.54
3277.9,4977.78,4020.5,88,0.85,0.99,0.008,13.34
3281.43,4974.24,4020.5,88,0.77,0.91,0.007,13.38
3284.97,4970.7,4020.5,88,0.65,0.19,0.004,11.4
3288.5,4967.17,4020.5,139,0.57,0.11,0.005,10.89
3292.04,4963.63,4020.5,139,0.49,0.06,0.006,11.11
3295.58,4960.1,4020.5,139,0.43,0.05,0.006,12.1
3299.11,4956.56,4020.5,139,0.49,0.07,0.003,10.65
3302.65,4953.03,4020.5,139,0.58,0.13,0.002,10.54
3306.18,4949.49,4020.5,227,0.59,0.25,0.003,11.82
3309.72,4945.96,4020.5,227,1.59,0.44,0.002,13.57
3313.25,4942.42,4020.5,227,1.76,0.52,0.003,20.9
3316.79,4938.88,4020.5,227,2.01,0.18,0.006,13.74
3320.32,4935.35,4020.5,227,0.43,0.06,0.008,6.78
3323.86,4931.81,4020.5,382,0.31,0.04,0.009,5.55
3327.4,4928.28,4020.5,382,0.32,0.03,0.008,7.44
3263.76,4998.99,4020.5,386,0.09,0.17,0.001,0.72
3267.29,4995.45,4020.5,386,0.08,0.17,0.001,0.84
3270.83,4991.92,4020.5,373,0.53,0.71,0.002,3.69
3274.36,4988.38,4020.5,373,0.48,0.05,0.004,5.1
3277.9,4984.85,4020.5,373,0.73,0.06,0.007,6.03
3281.43,4981.31,4020.5,373,0.68,0.84,0.009,13.13
3284.97,4977.78,4020.5,88,0.59,0.56,0.008,13.35
3288.5,4974.24,4020.5,88,0.55,0.51,0.006,11.54
3292.04,4970.7,4020.5,139,0.46,0.22,0.005,9.51
3295.58,4967.17,4020.5,139,0.6,0.12,0.005,9.78
3299.11,4963.63,4020.5,139,0.43,0.28,0.005,10.48
3302.65,4960.1,4020.5,139,0.41,0.23,0.003,7.28
3306.18,4956.56,4020.5,139,0.62,0.16,0.003,8.96
3309.72,4953.03,4020.5,139,0.76,0.2,0.002,9.85
3313.25,4949.49,4020.5,227,0.96,0.18,0.003,11.71
3316.79,4945.96,4020.5,227,3.7,0.61,0.004,20.43
3320.32,4942.42,4020.5,227,1.6,0.28,0.005,14.41
3323.86,4938.88,4020.5,227,1.72,0.11,0.006,12.62
3327.4,4935.35,4020.5,227,1.66,0.09,0.006,11.41
3267.29,5002.52,4020.5,386,0.07,0.13,0.001,0.51
3270.83,4998.99,4020.5,386,0.07,0.13,0.001,0.49
3274.36,4995.45,4020.5,373,0.45,0.63,0.002,2.65
3277.9,4991.92,4020.5,373,0.39,0.87,0.004,4.53
3281.43,4988.38,4020.5,373,0.61,0.04,0.006,6.41
3284.97,4984.85,4020.5,373,0.47,0.49,0.007,12
3288.5,4981.31,4020.5,88,0.52,0.34,0.007,12.13
3292.04,4977.78,4020.5,88,0.42,0.21,0.004,11.63
3295.58,4974.24,4020.5,139,0.97,0.13,0.004,11.82
3299.11,4970.7,4020.5,139,0.62,0.25,0.004,6.51
3302.65,4967.17,4020.5,139,0.69,0.27,0.003,5.38
3306.18,4963.63,4020.5,139,0.69,0.27,0.003,8.28
3309.72,4960.1,4020.5,139,0.33,0.17,0.003,4.13
3313.25,4956.56,4020.5,139,0.28,0.19,0.003,7.85
3316.79,4953.03,4020.5,139,0.87,0.15,0.005,12.65
3320.32,4949.49,4020.5,227,1.01,0.13,0.008,14.42
3323.86,4945.96,4020.5,227,1.39,0.21,0.008,14.32
3327.4,4942.42,4020.5,227,2.14,0.31,0.006,14.75
3330.93,4938.88,4020.5,227,2.02,0.25,0.005,13.75
3270.83,5006.06,4020.5,386,0.07,0.13,0.001,0.42
3274.36,5002.52,4020.5,386,0.09,0.13,0.001,0.43
3277.9,4998.99,4020.5,386,0.11,0.12,0.002,0.79
3281.43,4995.45,4020.5,373,0.35,0.56,0.003,5.12
3284.97,4991.92,4020.5,373,0.33,0.48,0.004,6.52
3288.5,4988.38,4020.5,373,0.34,0.41,0.005,11.81
3292.04,4984.85,4020.5,88,0.33,0.22,0.005,11.61
3295.58,4981.31,4020.5,88,1.54,2.71,0.003,11.62
3299.11,4977.78,4020.5,326,1.85,3.31,0.003,15.24
3302.65,4974.24,4020.5,326,1.32,0.5,0.003,12.39
3306.18,4970.7,4020.5,326,1.09,0.56,0.003,11.31
3309.72,4967.17,4020.5,326,1.01,0.63,0.003,12.6
3313.25,4963.63,4020.5,139,0.57,0.45,0.003,10.1
3316.79,4960.1,4020.5,139,0.32,0.26,0.003,8.6
3320.32,4956.56,4020.5,139,0.98,0.12,0.006,11.97
3323.86,4953.03,4020.5,227,1.13,0.13,0.007,14.23
3327.4,4949.49,4020.5,227,1.27,0.22,0.007,14.49
3330.93,4945.96,4020.5,227,1.81,0.5,0.005,14.98
3334.47,4942.42,4020.5,227,1.75,0.33,0.008,14.58
3274.36,5009.6,4020.5,41,0.09,0.15,0.002,0.69
3277.9,5006.06,4020.5,41,0.09,0.14,0.001,0.7
3281.43,5002.52,4020.5,41,0.13,0.16,0.002,2.48
3284.97,4998.99,4020.5,396,0.14,0.19,0.003,4.96
3288.5,4995.45,4020.5,396,0.15,0.2,0.003,5.68
3292.04,4991.92,4020.5,396,0.46,0.05,0.004,4.85
3295.58,4988.38,4020.5,88,0.25,0.55,0.004,7.56
3299.11,4984.85,4020.5,88,1.05,2.98,0.003,10.98
3302.65,4981.31,4020.5,326,1.5,5.08,0.005,7.71
3306.18,4977.78,4020.5,326,1.99,3.39,0.005,13.04
3309.72,4974.24,4020.5,326,1.64,0.56,0.003,13.97
3313.25,4970.7,4020.5,326,1.58,0.08,0.002,13.89
3316.79,4967.17,4020.5,326,1.3,0.17,0.002,14.59
3320.32,4963.63,4020.5,326,1.23,0.1,0.003,13.73
3323.86,4960.1,4020.5,326,1.19,0.11,0.005,14.75
3327.4,4956.56,4020.5,227,1.38,0.12,0.005,14.52
3330.93,4953.03,4020.5,227,1.47,0.22,0.005,14.31
3334.47,4949.49,4020.5,227,1.46,0.31,0.007,14.01
3338,4945.96,4020.5,227,1.56,0.25,0.009,13.71
3274.36,5016.67,4020.5,41,0.39,1.98,0.003,-1
3277.9,5013.13,4020.5,41,0.45,2.27,0.003,5.27
3281.43,5009.6,4020.5,41,0.5,1.58,0.002,4.53
3284.97,5006.06,4020.5,41,0.44,1.63,0.002,4.4
3288.5,5002.52,4020.5,396,0.14,0.19,0.002,1.56
3292.04,4998.99,4020.5,396,0.16,0.25,0.003,1.97
3295.58,4995.45,4020.5,396,0.18,0.19,0.003,4.2
3299.11,4991.92,4020.5,88,0.23,0.45,0.003,4.18
3302.65,4988.38,4020.5,88,0.27,0.44,0.004,3.62
3306.18,4984.85,4020.5,326,1.36,4.29,0.005,6.7
3309.72,4981.31,4020.5,326,1.72,3.74,0.003,11.59
3313.25,4977.78,4020.5,326,1.84,0.28,0.002,12.81
3316.79,4974.24,4020.5,326,1.63,0.25,0.002,14.16
3320.32,4970.7,4020.5,326,1.2,0.18,0.002,15.09
3323.86,4967.17,4020.5,326,1.19,0.13,0.002,14.61
3327.4,4963.63,4020.5,326,1.18,1.15,0.003,14.53
3330.93,4960.1,4020.5,326,1.31,0.1,0.003,14.7
3334.47,4956.56,4020.5,227,1.63,0.21,0.003,14.84
3338,4953.03,4020.5,227,1.56,0.28,0.004,14.57
3341.54,4949.49,4020.5,227,1.2,0.12,0.009,11.62
3277.9,5020.2,4020.5,41,0.44,1.63,0.003,-1
3281.43,5016.67,4020.5,41,0.44,1.48,0.003,4.5
3284.97,5013.13,4020.5,41,0.36,1.31,0.002,5
3288.5,5009.6,4020.5,41,0.14,0.22,0.001,1.74
3292.04,5006.06,4020.5,396,0.15,0.22,0.001,1.03
3295.58,5002.52,4020.5,396,0.15,0.23,0.002,1.57
3299.11,4998.99,4020.5,396,0.15,0.23,0.003,3.35
3302.65,4995.45,4020.5,88,0.32,0.46,0.003,2.68
3306.18,4991.92,4020.5,88,0.41,0.61,0.002,1.58
3309.72,4988.38,4020.5,326,0.53,0.52,0.001,0.76
3313.25,4984.85,4020.5,326,0.99,2.74,0.001,8.5
3316.79,4981.31,4020.5,326,1.26,0.4,0.001,11.84
3320.32,4977.78,4020.5,326,1.14,0.46,0.002,13.45
3323.86,4974.24,4020.5,326,1.09,0.24,0.003,14.49
3327.4,4970.7,4020.5,326,1.11,0.17,0.003,14.31
3330.93,4967.17,4020.5,326,1.07,1.66,0.002,14.39
3334.47,4963.63,4020.5,326,1.33,1.54,0.002,14.35
3338,4960.1,4020.5,326,1.36,0.13,0.003,14.27
3341.54,4956.56,4020.5,227,1.39,0.14,0.004,14.69
3281.43,5023.74,4020.5,41,0.39,0.15,0.002,-1
3284.97,5020.2,4020.5,41,0.3,0.16,0.002,0.75
3288.5,5016.67,4020.5,41,0.23,0.93,0.001,1.6
3292.04,5013.13,4020.5,41,0.16,0.22,0.001,0.92
3295.58,5009.6,4020.5,396,0.13,0.26,0.001,0.93
3299.11,5006.06,4020.5,396,0.13,0.2,0.002,1.88
3302.65,5002.52,4020.5,396,0.13,0.32,0.003,3.53
3306.18,4998.99,4020.5,396,0.16,0.39,0.003,2.69
3309.72,4995.45,4020.5,396,0.19,0.37,0.001,1.54
3313.25,4991.92,4020.5,389,0.27,0.41,0.001,1.45
3316.79,4988.38,4020.5,326,0.47,3.16,0.001,7.25
3320.32,4984.85,4020.5,326,0.74,5.27,0.001,7.91
3323.86,4981.31,4020.5,326,1.03,6.3,0.002,9.83
3327.4,4977.78,4020.5,326,1.17,9.28,0.004,11.6
3330.93,4974.24,4020.5,326,1.05,0.21,0.004,11.71
3334.47,4970.7,4020.5,326,1.14,2.73,0.004,13.38
3338,4967.17,4020.5,326,1.21,2.12,0.004,14.44
3341.54,4963.63,4020.5,326,1.23,0.14,0.004,15.59
3345.07,4960.1,4020.5,326,1.19,0.16,0.004,14.59
3284.97,5027.27,4020.5,396,0.27,0.15,0.001,-1
3288.5,5023.74,4020.5,396,0.12,0.15,0.001,0.55
3292.04,5020.2,4020.5,396,0.18,0.36,0.001,0.89
3295.58,5016.67,4020.5,396,0.12,0.26,0.001,0.47
3299.11,5013.13,4020.5,396,0.12,0.19,0.002,0.82
3302.65,5009.6,4020.5,396,0.13,0.19,0.002,2.08
3306.18,5006.06,4020.5,396,0.14,0.4,0.003,5.44
3309.72,5002.52,4020.5,396,0.18,0.42,0.003,2.66
3313.25,4998.99,4020.5,396,0.2,0.43,0.001,1.58
3316.79,4995.45,4020.5,389,0.2,0.43,0.001,0.63
3320.32,4991.92,4020.5,389,0.22,0.47,0.001,1.53
3323.86,4988.38,4020.5,326,0.41,3.83,0.001,5.05
3327.4,4984.85,4020.5,326,0.71,6.74,0.002,6.64
3330.93,4981.31,4020.5,326,0.22,1.04,0.003,4.38
3334.47,4977.78,4020.5,326,0.94,6.3,0.004,8.29
3338,4974.24,4020.5,326,1.04,3.7,0.004,11.65
3341.54,4970.7,4020.5,326,1.34,2.31,0.003,14.01
3345.07,4967.17,4020.5,326,1.06,0.23,0.003,15.04
3348.61,4963.63,4020.5,326,1.13,0.24,0.004,14.45
3288.5,5030.81,4020.5,396,0.07,0.14,0.001,-1
3292.04,5027.27,4020.5,396,0.1,0.13,0.001,0.5
3295.58,5023.74,4020.5,396,0.15,0.35,0.001,0.82
3299.11,5020.2,4020.5,396,0.11,0.22,0.001,0.55
3302.65,5016.67,4020.5,396,0.11,0.18,0.002,0.75
3306.18,5013.13,4020.5,396,0.1,0.18,0.002,3.21
3309.72,5009.6,4020.5,396,0.15,0.65,0.004,6.49
3313.25,5006.06,4020.5,396,0.16,0.49,0.003,3.78
3316.79,5002.52,4020.5,389,0.19,0.63,0.002,0.9
3320.32,4998.99,4020.5,389,0.18,0.46,0.001,0.82
3323.86,4995.45,4020.5,389,0.22,0.52,0.001,0.94
3327.4,4991.92,4020.5,326,0.2,0.81,0.001,1.71
3330.93,4988.38,4020.5,326,0.23,1.17,0.001,1.98
3334.47,4984.85,4020.5,326,0.22,1.39,0.002,2.22
3338,4981.31,4020.5,326,0.15,0.37,0.002,2.32
3341.54,4977.78,4020.5,326,0.78,3.65,0.002,5.26
3345.07,4974.24,4020.5,326,1.1,2.89,0.002,10.74
3348.61,4970.7,4020.5,326,1.48,0.31,0.002,13.58
3352.14,4967.17,4020.5,326,1.13,0.24,0.003,13.67
3292.04,5034.34,4020.5,396,0.06,0.12,0.001,-1
3295.58,5030.81,4020.5,396,0.06,0.12,0.001,0.43
3299.11,5027.27,4020.5,396,0.11,0.28,0.001,0.59
3302.65,5023.74,4020.5,396,0.09,0.2,0.001,0.53
3306.18,5020.2,4020.5,396,0.09,0.17,0.001,0.57
3309.72,5016.67,4020.5,396,0.09,0.24,0.001,1.66
3320.32,5006.06,4020.5,118,0.24,0.89,0.001,0.97
3323.86,5002.52,4020.5,118,0.19,0.56,0.001,0.97
3327.4,4998.99,4020.5,118,0.21,0.63,0.001,1.24
3330.93,4995.45,4020.5,326,0.22,0.83,0.001,1.36
3334.47,4991.92,4020.5,326,0.23,1.19,0.001,1.38
3338,4988.38,4020.5,326,0.15,0.37,0.001,1.11
3341.54,4984.85,4020.5,326,0.15,0.36,0.001,1.57
3345.07,4981.31,4020.5,326,0.54,2.6,0.001,6.61
3348.61,4977.78,4020.5,326,0.93,4.39,0.001,9.53
3352.14,4974.24,4020.5,326,1.11,4.83,0.002,10.42
3355.68,4970.7,4020.5,326,1.1,3.24,0.003,11.6
3295.58,5037.88,4020.5,396,0.09,0.19,0.001,-1
3299.11,5034.34,4020.5,396,0.08,0.18,0.001,0.43
3302.65,5030.81,4020.5,396,0.09,0.21,0.001,0.5
3306.18,5027.27,4020.5,396,0.09,0.2,0.001,0.66
3309.72,5023.74,4020.5,396,0.1,0.22,0.001,0.92
3313.25,5020.2,4020.5,396,0.1,0.26,0.001,1.98
3323.86,5009.6,4020.5,118,0.24,1,0.001,1.14
3327.4,5006.06,4020.5,118,0.2,0.76,0.001,1.16
3330.93,5002.52,4020.5,118,0.19,0.77,0.001,1.15
3334.47,4998.99,4020.5,118,0.22,0.82,0.001,1.31
3338,4995.45,4020.5,118,0.23,1.14,0.001,1.42
3341.54,4991.92,4020.5,118,0.24,1.35,0.001,1.96
3345.07,4988.38,4020.5,118,0.24,1.51,0.001,2.14
3348.61,4984.85,4020.5,326,0.5,2.9,0.002,7.55
3352.14,4981.31,4020.5,326,0.92,3.9,0.002,10.62
3355.68,4977.78,4020.5,326,0.87,4.3,0.002,10.72
3359.22,4974.24,4020.5,326,0.72,4.23,0.004,10.1
3299.11,5041.41,4020.5,396,0.08,0.16,0.001,-1
3302.65,5037.88,4020.5,396,0.08,0.16,0.001,0.52
3306.18,5034.34,4020.5,396,0.08,0.17,0.001,0.64
3309.72,5030.81,4020.5,396,0.09,0.22,0.001,0.75
3313.25,5027.27,4020.5,396,0.11,0.26,0.001,0.91
3316.79,5023.74,4020.5,396,0.13,0.28,0.001,1.8
3327.4,5013.13,4020.5,118,0.15,0.31,0.001,0.91
3330.93,5009.6,4020.5,118,0.14,0.3,0.001,0.88
3334.47,5006.06,4020.5,118,0.2,0.91,0.001,1.09
3338,5002.52,4020.5,118,0.23,0.94,0.001,1.51
3341.54,4998.99,4020.5,118,0.31,1.24,0.001,1.99
3345.07,4995.45,4020.5,118,0.3,1.37,0.001,2.58
3348.61,4991.92,4020.5,118,0.31,2.38,0.002,6.66
3352.14,4988.38,4020.5,326,0.55,2.42,0.003,9.83
3355.68,4984.85,4020.5,326,0.89,3.6,0.003,12.52
3359.22,4981.31,4020.5,326,0.85,3.94,0.004,11.84
3302.65,5044.95,4020.5,396,0.09,0.17,0.001,-1
3306.18,5041.41,4020.5,396,0.09,0.17,0.001,0.73
3309.72,5037.88,4020.5,396,0.09,0.19,0.001,0.86
3313.25,5034.34,4020.5,396,0.1,0.22,0.001,0.87
3316.79,5030.81,4020.5,396,0.1,0.25,0.001,0.89
3320.32,5027.27,4020.5,396,0.12,0.27,0.001,2.91
3330.93,5016.67,4020.5,118,0.13,0.29,0.001,1.55
3334.47,5013.13,4020.5,118,0.14,0.32,0.001,1.33
3338,5009.6,4020.5,118,0.14,0.34,0.001,1.59
3341.54,5006.06,4020.5,118,0.26,1.13,0.001,1.81
3345.07,5002.52,4020.5,118,0.33,1.32,0.001,3.01
3348.61,4998.99,4020.5,118,0.35,1.34,0.001,4.91
3352.14,4995.45,4020.5,118,0.35,2.73,0.002,8.1
3355.68,4991.92,4020.5,326,0.47,3.06,0.004,10.76
3359.22,4988.38,4020.5,326,0.63,3.13,0.005,11.08
3362.75,4984.85,4020.5,326,0.7,3.15,0.011,11.1
3306.18,5048.49,4020.5,396,0.09,0.18,0.001,0.72
3309.72,5044.95,4020.5,396,0.09,0.17,0.001,0.7
3313.25,5041.41,4020.5,396,0.09,0.19,0.001,0.81
3316.79,5037.88,4020.5,396,0.1,0.24,0.001,0.76
3320.32,5034.34,4020.5,396,0.12,0.27,0.001,0.45
3323.86,5030.81,4020.5,396,0.1,0.28,0.002,3.75
3334.47,5020.2,4020.5,118,0.33,2.09,0.002,3.64
3338,5016.67,4020.5,118,0.22,1.2,0.002,3.58
3341.54,5013.13,4020.5,118,0.15,0.33,0.001,2.88
3345.07,5009.6,4020.5,118,0.29,1.31,0.001,3.71
3348.61,5006.06,4020.5,118,0.34,1.23,0.001,4.71
3352.14,5002.52,4020.5,118,0.35,2.77,0.002,8.95
3355.68,4998.99,4020.5,326,0.37,3.06,0.002,11.86
3359.22,4995.45,4020.5,326,0.35,2.77,0.006,10.06
3362.75,4991.92,4020.5,326,0.32,0.25,0.009,7.61
3366.29,4988.38,4020.5,326,0.39,0.18,0.013,8.92
3309.72,5052.02,4020.5,396,0.09,0.16,0.001,0.74
3313.25,5048.49,4020.5,396,0.09,0.16,0.001,0.58
3316.79,5044.95,4020.5,396,0.09,0.18,0.001,0.48
3320.32,5041.41,4020.5,396,0.11,0.26,0.001,0.54
3323.86,5037.88,4020.5,396,0.13,0.33,0.002,1.5
3327.4,5034.34,4020.5,396,0.58,3.61,0.003,7.11
3338,5023.74,4020.5,118,0.29,1.19,0.003,5.44
3341.54,5020.2,4020.5,118,0.26,1.16,0.003,5.03
3345.07,5016.67,4020.5,118,0.27,1.14,0.002,4.17
3348.61,5013.13,4020.5,118,0.33,1.2,0.002,5.4
3352.14,5009.6,4020.5,118,0.41,3.23,0.002,6.53
3355.68,5006.06,4020.5,118,0.4,3.25,0.003,8.97
3359.22,5002.52,4020.5,321,0.27,2.96,0.006,10.51
3362.75,4998.99,4020.5,321,0.21,2.6,0.011,9.84
3366.29,4995.45,4020.5,321,0.15,0.19,0.016,7.53
3369.82,4991.92,4020.5,321,0.24,0.15,0.018,8.44
3313.25,5055.56,4020.5,396,0.09,0.18,0.001,0.54
3316.79,5052.02,4020.5,396,0.09,0.15,0.001,0.39
3320.32,5048.49,4020.5,396,0.11,0.18,0.001,0.5
3323.86,5044.95,4020.5,396,0.14,0.29,0.001,0.68
3327.4,5041.41,4020.5,396,0.16,0.35,0.002,0.87
3330.93,5037.88,4020.5,396,0.64,3.77,0.005,4.35
3341.54,5027.27,4020.5,118,0.36,1.16,0.005,6.4
3345.07,5023.74,4020.5,118,0.25,1.02,0.005,6.24
3348.61,5020.2,4020.5,118,0.23,0.95,0.004,5.82
3352.14,5016.67,4020.5,118,0.39,2.69,0.004,7.6
3355.68,5013.13,4020.5,118,0.41,3.08,0.004,8.44
3359.22,5009.6,4020.5,118,0.37,0.81,0.005,11.55
3362.75,5006.06,4020.5,321,0.21,0.86,0.009,9.2
3366.29,5002.52,4020.5,321,0.07,0.1,0.019,7.12
3369.82,4998.99,4020.5,321,0.08,0.1,0.025,9.14
3373.36,4995.45,4020.5,321,0.15,0.09,0.024,9.23
3316.79,5059.09,4020.5,396,0.1,0.21,0.001,0.85
3320.32,5055.56,4020.5,396,0.11,0.21,0.001,0.7
3323.86,5052.02,4020.5,396,0.12,0.21,0.001,0.64
3327.4,5048.49,4020.5,396,0.15,0.3,0.001,0.68
3330.93,5044.95,4020.5,396,0.16,0.35,0.003,1.49
3334.47,5041.41,4020.5,396,0.62,3.74,0.006,5.16
3345.07,5030.81,4020.5,118,0.37,1.25,0.006,6.5
3348.61,5027.27,4020.5,118,0.31,1.14,0.007,6.3
3352.14,5023.74,4020.5,118,0.24,0.9,0.005,6.08
3355.68,5020.2,4020.5,118,0.38,2.8,0.005,9.04
3359.22,5016.67,4020.5,118,0.43,2.68,0.005,10.71
3362.75,5013.13,4020.5,118,0.38,0.75,0.007,12.43
3366.29,5009.6,4020.5,321,0.17,0.11,0.016,8.82
3369.82,5006.06,4020.5,321,0.06,0.1,0.032,8.46
3373.36,5002.52,4020.5,321,0.05,0.1,0.039,8.46
3376.89,4998.99,4020.5,321,0.2,0.12,0.03,10.39
3320.32,5062.63,4020.5,396,0.13,0.26,0.001,0.68
3323.86,5059.09,4020.5,396,0.12,0.25,0.001,0.62
3327.4,5055.56,4020.5,396,0.13,0.26,0.001,0.67
3330.93,5052.02,4020.5,396,0.15,0.33,0.001,0.77
3334.47,5048.49,4020.5,396,0.17,0.36,0.002,0.85
3338,5044.95,4020.5,396,0.16,0.34,0.003,2.39
3348.61,5034.34,4020.5,350,0.46,1.17,0.005,4.97
3352.14,5030.81,4020.5,350,0.32,1.22,0.006,5.62
3355.68,5027.27,4020.5,350,0.29,1.18,0.006,6.05
3359.22,5023.74,4020.5,350,0.36,2.59,0.006,8.72
3362.75,5020.2,4020.5,118,0.34,0.84,0.007,10.18
3366.29,5016.67,4020.5,118,0.29,0.08,0.009,10.5
3369.82,5013.13,4020.5,321,0.14,0.09,0.018,9.56
3373.36,5009.6,4020.5,321,0.15,0.09,0.029,9.5
3376.89,5006.06,4020.5,321,0.33,0.14,0.042,9.28
3380.43,5002.52,4020.5,321,0.93,0.21,0.025,12.47
3323.86,5066.16,4020.5,396,0.15,0.31,0.001,0.8
3327.4,5062.63,4020.5,396,0.12,0.27,0.001,0.53
3330.93,5059.09,4020.5,396,0.13,0.25,0.001,0.68
3334.47,5055.56,4020.5,396,0.14,0.34,0.001,0.69
3338,5052.02,4020.5,396,0.15,0.35,0.001,0.88
3341.54,5048.49,4020.5,396,0.15,0.3,0.002,0.86
3345.07,5044.95,4020.5,396,0.17,0.39,0.002,1.02
3352.14,5037.88,4020.5,350,0.27,0.49,0.003,2.43
3355.68,5034.34,4020.5,350,0.26,0.48,0.004,3.16
3359.22,5030.81,4020.5,350,0.28,1.15,0.003,4.72
3362.75,5027.27,4020.5,350,0.33,2.25,0.005,8.06
3366.29,5023.74,4020.5,118,0.27,0.82,0.007,10.24
3369.82,5020.2,4020.5,118,0.24,0.08,0.01,11.22
3373.36,5016.67,4020.5,118,0.29,0.09,0.013,11.3
3376.89,5013.13,4020.5,118,0.45,0.19,0.018,10.47
3380.43,5009.6,4020.5,118,0.4,0.19,0.026,11.42
3327.4,5069.7,4020.5,396,0.15,0.3,0.001,0.73
3330.93,5066.16,4020.5,396,0.12,0.23,0.001,0.55
3334.47,5062.63,4020.5,396,0.12,0.26,0.001,0.5
3338,5059.09,4020.5,396,0.15,0.32,0.001,0.69
3341.54,5055.56,4020.5,396,0.15,0.31,0.001,0.74
3345.07,5052.02,4020.5,396,0.14,0.32,0.001,0.65
3348.61,5048.49,4020.5,396,0.2,0.36,0.001,0.92
3352.14,5044.95,4020.5,350,0.25,0.45,0.001,1.27
3355.68,5041.41,4020.5,350,0.41,2.28,0.002,2.14
3359.22,5037.88,4020.5,350,0.25,0.54,0.003,2.39
3362.75,5034.34,4020.5,350,0.25,0.58,0.005,2.28
3366.29,5030.81,4020.5,350,0.33,1.14,0.008,6.79
3369.82,5027.27,4020.5,118,0.4,0.8,0.007,11.59
3373.36,5023.74,4020.5,118,0.31,0.54,0.009,12.2
3376.89,5020.2,4020.5,118,0.48,0.16,0.011,10.93
3380.43,5016.67,4020.5,118,0.9,0.46,0.009,13.82
3383.96,5013.13,4020.5,118,0.99,0.58,0.01,13.89
3387.5,5009.6,4020.5,118,1.71,0.75,0.006,16.33
3369.82,5034.34,4020.5,350,0.32,1.08,0.007,3.96
3373.36,5030.81,4020.5,118,0.5,0.79,0.004,7.03
3376.89,5027.27,4020.5,118,0.49,0.4,0.007,12.85
3380.43,5023.74,4020.5,118,0.43,0.38,0.008,12.61
3097.59,4648.97,4155.5,420,1.17,1.61,0.018,8.05
